N,P,K,temperature,humidity,ph,rainfall,crop
89,15,48,25.7413,80.6719,6.5852,55.5219,watermelon
94,16,51,27.5881,83.6453,6.4979,52.711,watermelon
98,22,50,26.6677,90.8658,6.3807,47.7539,watermelon
95,17,44,24.6295,79.3631,6.0846,56.9289,watermelon
97,14,42,22.6821,78.8696,6.7963,43.8415,watermelon
102,20,44,26.05,86.0772,6.2673,52.4395,watermelon
97,18,46,22.5158,89.5979,6.2661,41.2146,watermelon
98,7,52,28.0904,78.7026,6.7976,51.7237,watermelon
82,19,45,25.1759,86.6308,5.9351,51.6579,watermelon
103,19,60,27.8904,87.324,6.0429,60.5587,watermelon
98,17,56,24.5396,76.7634,6.4946,41.1102,watermelon
115,21,55,26.0377,88.194,6.588,46.8947,watermelon
90,14,49,25.9187,88.5064,6.6454,55.4361,watermelon
81,18,59,25.4099,83.7529,6.4095,52.5119,watermelon
105,11,49,24.6347,90.0094,7.2591,51.5818,watermelon
102,19,50,26.2849,89.5458,6.4316,44.7632,watermelon
89,25,51,23.6477,85.4125,6.4308,46.9551,watermelon
84,13,54,23.0811,83.1942,6.2609,57.9702,watermelon
114,14,54,27.9857,81.1087,6.5372,50.1909,watermelon
113,14,47,26.9543,84.8497,6.6845,52.7522,watermelon
74,18,47,25.6318,87.279,6.8611,49.8089,watermelon
94,13,54,28.8303,83.7033,6.0532,43.4015,watermelon
109,22,47,31.3113,92.8752,6.8722,24.2468,muskmelon
105,19,48,28.9015,92.6423,6.0068,24.1856,muskmelon
123,14,47,24.2948,93.4674,6.8663,29.2935,muskmelon
90,18,51,27.1529,92.1655,6.0104,24.5573,muskmelon
108,22,56,26.7836,91.9982,6.3716,22.8137,muskmelon
87,13,46,27.4075,95.5899,5.9178,28.6802,muskmelon
102,21,55,29.6258,96.5483,6.3044,24.9832,muskmelon
110,27,46,28.2851,87.4773,6.4158,21.4999,muskmelon
79,22,46,28.3463,92.0301,6.2536,29.12,muskmelon
98,24,54,31.1269,89.9339,6.5142,25.2746,muskmelon
94,19,55,27.1071,91.0671,6.3297,24.5117,muskmelon
93,22,54,32.2284,93.2075,6.1433,25.2116,muskmelon
104,15,43,27.1574,94.0083,6.13,20.2173,muskmelon
111,21,48,28.6784,91.6636,6.5433,22.3894,muskmelon
99,21,54,27.9376,86.26,6.1039,24.5143,muskmelon
102,19,50,28.7468,89.1049,6.5746,23.7213,muskmelon
101,23,45,29.3892,94.6895,6.6668,29.5897,muskmelon
100,16,52,29.3677,83.7787,5.7994,25.3696,muskmelon
89,17,46,26.9938,95.5623,6.6399,27.9196,muskmelon
111,18,59,26.2542,93.5637,6.9181,24.5376,muskmelon
103,14,58,33.5063,95.9485,6.3756,28.7252,muskmelon
104,19,53,27.532,91.4043,6.4797,26.0901,muskmelon
92,11,57,29.8984,85.8158,6.6111,24.5537,muskmelon
95,22,50,25.2847,93.2911,6.2174,24.4469,muskmelon
98,18,54,27.9408,95.824,6.3547,20.6822,muskmelon
85,16,57,28.2456,94.7742,5.9057,26.5277,muskmelon
83,15,51,29.4456,90.0119,6.3416,24.3392,muskmelon
94,17,49,23.0551,92.2603,6.4494,22.492,muskmelon
105,21,41,28.8323,90.4015,6.4548,28.9258,muskmelon
93,20,50,26.2005,89.5422,6.6196,20.0,muskmelon
90,15,54,29.1487,94.8662,6.0676,22.81,muskmelon
92,15,55,26.4273,88.4074,6.1402,28.6109,muskmelon
95,21,53,26.789,89.3186,6.8687,25.7621,muskmelon
96,15,47,27.9527,88.6879,6.2549,24.3086,muskmelon
122,18,40,26.3953,87.5293,6.36,25.504,muskmelon
111,18,48,27.5489,92.4392,6.2799,25.2177,muskmelon
110,19,48,26.1132,95.4845,6.0535,20.0,muskmelon
112,21,48,24.8337,91.4454,6.7871,23.103,muskmelon
90,13,53,30.5359,87.4828,6.1417,30.9661,muskmelon
88,10,60,25.9079,94.5198,5.9618,21.8627,muskmelon
89,16,51,28.1426,97.0571,6.1648,23.2268,muskmelon
113,25,49,30.0058,90.0613,5.6995,22.3335,muskmelon
95,26,49,27.2701,90.5643,6.1046,24.1519,muskmelon
87,25,51,26.8497,93.547,6.0096,22.1675,muskmelon
96,17,46,28.9525,96.8656,6.4852,26.447,muskmelon
98,11,51,30.7359,90.4405,6.098,25.2893,muskmelon
103,9,52,26.1614,88.0027,6.5663,27.5942,muskmelon
103,16,51,28.1997,93.8943,6.7195,20.2962,muskmelon
92,17,52,25.035,94.3972,6.5344,23.1386,muskmelon
107,23,52,27.7136,92.0184,6.2354,23.5971,muskmelon
94,21,41,28.5684,90.3256,6.3423,26.3226,muskmelon
98,19,53,26.7908,94.9831,5.8425,21.3271,muskmelon
107,14,47,27.586,93.5841,6.2599,28.1626,muskmelon
94,14,45,25.6835,89.6947,6.0419,29.2457,muskmelon
94,19,44,28.6542,92.1473,6.5083,20.5445,muskmelon
106,21,52,30.6114,87.9449,7.0718,22.5365,muskmelon
91,20,49,26.3057,94.0577,6.4499,22.3723,muskmelon
96,14,42,27.2547,91.2133,5.7027,35.0295,muskmelon
106,21,52,29.5051,90.6929,6.1916,22.7804,muskmelon
121,20,43,30.9242,91.9014,6.3367,31.2105,muskmelon
106,14,51,25.5136,92.1209,6.3262,20.0,muskmelon
105,15,51,28.1624,94.6848,6.0808,20.5414,muskmelon
105,21,54,29.0663,93.7733,6.3736,21.7536,muskmelon
89,17,59,28.2959,91.5308,5.9272,21.1172,muskmelon
101,24,43,23.5464,94.291,6.0165,23.4284,muskmelon
100,20,50,29.5022,93.2022,6.4937,21.6649,muskmelon
103,16,49,31.5387,90.7202,5.9953,21.2226,muskmelon
101,18,52,28.7333,91.6258,6.4615,29.1339,muskmelon
104,18,51,26.4378,91.5553,5.8892,29.3952,muskmelon
97,15,48,27.4737,93.5158,6.8294,28.2972,muskmelon
101,14,48,32.0398,90.8989,6.0677,26.596,muskmelon
88,21,44,30.3199,90.8288,6.2329,24.871,muskmelon
97,21,55,29.7801,97.9063,6.3992,22.5119,muskmelon
114,20,52,29.2128,94.8192,6.1304,20.6874,muskmelon
103,24,55,27.1777,89.7182,6.343,25.952,muskmelon
100,16,48,28.0989,93.7128,6.4726,20.0,muskmelon
119,25,47,28.3442,92.3551,6.5882,20.5243,muskmelon
86,14,45,29.5991,93.1747,6.5374,29.1117,muskmelon
89,14,52,31.5178,92.412,6.2485,32.1026,muskmelon
117,11,45,30.7367,95.5689,6.256,26.0732,muskmelon
100,16,59,25.6612,93.0369,7.0047,28.9258,muskmelon
98,16,43,28.948,91.8137,6.585,23.5166,muskmelon
88,20,51,29.9735,95.1266,6.0235,20.0,muskmelon
104,19,58,29.7377,92.6999,6.33,26.9487,muskmelon
105,13,53,27.2415,92.3644,6.1995,26.7772,muskmelon
89,16,51,34.3282,92.9421,6.2594,24.7867,muskmelon
99,17,45,25.9458,91.7192,5.9312,23.5305,muskmelon
97,11,43,26.3336,92.0277,6.1764,28.3488,muskmelon
103,14,54,28.9672,90.2399,6.8435,20.5571,muskmelon
89,15,58,32.7336,89.7465,6.4737,21.4049,muskmelon
113,24,48,26.8276,89.0043,5.5527,20.4676,muskmelon
109,19,44,27.9683,87.8241,6.665,24.8399,muskmelon
96,21,38,30.6546,89.3608,6.6269,20.1484,muskmelon
98,12,45,28.4643,91.4772,6.1922,21.763,muskmelon
99,23,49,27.8308,92.3094,6.5152,21.677,muskmelon
92,23,58,29.6313,91.1861,6.0422,23.4576,muskmelon
96,10,53,29.045,84.9329,6.1589,20.0,muskmelon
97,15,52,30.5609,96.7238,6.7496,24.8488,muskmelon
116,20,48,31.0829,95.2594,6.2185,29.4892,muskmelon
109,21,47,29.114,93.3373,5.7391,25.042,muskmelon
29,145,194,21.0805,89.7205,5.4287,116.9504,apple
28,127,205,23.7814,90.8994,6.0731,100.604,apple
25,125,196,23.2252,87.9568,6.3443,100.9101,apple
21,122,205,22.6098,94.1461,6.2021,115.3406,apple
21,136,205,24.8263,92.2525,6.3338,120.6426,apple
25,115,193,20.8479,87.3844,5.8152,90.0016,apple
19,139,200,21.062,89.9955,5.7134,118.7642,apple
12,133,191,22.4702,93.5098,5.6052,105.9816,apple
23,145,198,20.8996,90.8709,5.8776,110.1863,apple
15,127,194,23.77,90.4092,5.8686,96.4258,apple
16,132,205,20.717,92.2762,5.9827,102.2806,apple
21,145,205,23.0658,93.5308,5.8483,124.0935,apple
21,145,186,22.2496,88.1909,5.8465,112.8944,apple
14,127,181,23.0373,94.1504,5.5893,107.9067,apple
22,136,198,21.3506,90.0991,6.2766,111.1021,apple
26,137,185,21.6523,92.4462,5.9306,118.3705,apple
15,138,200,22.74,92.3937,5.8302,117.7859,apple
27,131,205,23.0052,90.9188,5.601,111.5997,apple
13,145,205,22.4895,89.429,5.3672,125.6155,apple
32,115,202,26.7634,91.6429,6.4232,124.1456,apple
19,130,198,20.0232,97.376,6.1219,117.4605,apple
22,138,180,22.3395,88.415,5.2504,113.1553,apple
12,139,200,18.5659,97.5769,6.2053,120.3879,apple
21,145,201,23.4302,91.7208,6.269,116.2712,apple
22,145,205,19.7119,92.6061,5.9498,125.2296,apple
21,131,193,21.8042,89.2399,6.5392,123.2947,apple
18,145,196,21.5698,90.1862,5.9867,100.281,apple
16,127,185,23.2022,90.9913,5.3333,99.4684,apple
27,143,177,21.118,89.3629,6.0461,104.085,apple
21,145,189,21.0117,91.8732,5.998,124.2137,apple
29,145,184,26.0896,91.279,5.6587,93.5843,apple
18,135,203,23.2114,98.0523,6.1294,117.2371,apple
19,131,195,21.0974,89.0021,5.2329,116.8505,apple
25,119,195,21.8729,92.8081,6.2962,126.4518,apple
13,137,190,26.6134,93.2435,5.5488,114.6641,apple
15,123,168,21.9121,89.289,5.506,96.3815,apple
26,126,205,20.7768,94.5605,5.8545,100.9877,apple
15,122,190,20.7875,91.305,6.0732,98.3161,apple
12,129,196,21.1272,85.0228,5.9656,106.0447,apple
30,134,185,21.0138,94.4795,5.6029,110.3052,apple
14,137,205,19.3009,89.1492,5.6976,98.5147,apple
22,128,201,19.6895,89.3567,5.4468,130.1479,apple
21,145,192,20.4267,94.5637,5.8101,96.5966,apple
7,132,196,23.9789,91.4585,6.33,128.6532,apple
20,126,205,21.5469,95.2533,5.8983,126.722,apple
23,136,199,21.9821,96.1305,6.2438,123.2796,apple
23,145,198,25.6752,90.5652,6.4822,104.1748,apple
26,137,191,25.7375,94.8798,5.6648,116.6094,apple
19,130,181,21.7947,90.2336,5.8254,97.1715,apple
25,119,198,20.9228,99.1993,6.7685,123.4309,apple
18,132,203,20.3389,90.4211,6.4777,111.6122,apple
14,136,205,24.2319,95.5783,5.231,107.5882,apple
15,130,178,21.9882,95.0314,6.0549,97.8151,apple
14,117,189,21.5338,93.4483,5.9002,82.7699,apple
26,125,194,20.4658,90.4884,6.2306,100.0375,apple
13,145,200,20.5758,92.0458,5.602,125.8536,apple
22,145,199,23.3001,86.0392,5.5642,107.666,apple
20,125,199,19.2114,93.1733,5.6296,110.4681,apple
20,141,204,24.9872,93.5488,5.6712,120.3667,apple
28,122,191,21.1654,92.9005,6.2261,134.168,apple
19,145,205,22.1259,83.5801,5.4275,128.4001,apple
24,136,204,19.1576,88.7031,5.651,100.832,apple
21,143,197,22.4691,90.2557,5.1844,89.1892,apple
20,117,205,21.6792,93.375,6.3028,140.8154,apple
32,141,205,22.3748,93.368,6.4084,139.7279,apple
14,134,205,26.1793,91.9893,5.7692,114.7614,apple
27,143,170,22.9442,94.4057,5.7808,97.2541,apple
24,143,205,20.5134,89.4213,6.0813,124.0587,apple
19,135,205,20.7217,94.3307,6.4898,111.2042,apple
29,128,205,23.9878,93.9242,6.0634,111.1442,apple
12,142,205,25.7467,93.6327,5.621,123.2335,apple
18,133,205,23.2048,91.9539,5.2525,116.5125,apple
15,125,205,24.2218,97.9922,5.4539,98.2702,apple
23,125,205,24.0243,93.9796,5.9293,108.6031,apple
15,119,205,26.0477,89.595,5.6379,120.4338,apple
23,129,202,17.626,93.2449,5.978,118.623,apple
20,145,184,24.168,94.7575,5.6788,115.6442,apple
19,136,197,24.9593,90.7357,5.4767,123.7011,apple
23,129,204,19.1532,95.7678,5.4292,108.1594,apple
20,142,201,20.2858,93.6461,6.5249,114.644,apple
16,126,188,20.373,85.4726,6.2556,71.9931,apple
35,135,184,20.678,93.399,6.5922,107.1042,apple
19,132,193,21.2957,91.2819,6.116,121.6668,apple
10,142,205,23.1065,94.1115,5.728,107.8153,apple
17,118,205,24.6642,95.3326,6.4293,106.9053,apple
15,125,205,25.2033,93.0855,5.8868,100.0026,apple
25,118,205,20.4054,97.4958,5.9883,124.5404,apple
23,131,199,20.3882,91.9639,5.8829,119.0816,apple
23,145,183,25.7896,94.3745,4.7212,122.405,apple
19,129,195,24.1169,94.9148,6.5419,91.7854,apple
20,129,197,22.7072,92.208,6.0964,110.5746,apple
19,143,195,23.6833,94.8363,6.0319,109.1387,apple
21,145,201,22.4255,90.716,5.8753,109.1331,apple
25,133,204,23.8115,91.2323,5.9654,105.1077,apple
23,141,205,21.6598,88.5625,5.6611,108.3467,apple
24,123,197,23.172,93.2242,6.1466,122.6957,apple
23,145,181,18.7236,93.4758,5.3772,89.5458,apple
25,145,195,20.7805,96.0378,5.9744,133.8275,apple
22,139,200,20.8075,94.8734,6.1246,118.3061,apple
23,113,205,21.564,91.6456,5.8205,111.992,apple
24,18,10,24.7145,84.5763,7.2415,109.9943,orange
14,17,9,24.1812,93.9451,7.2512,110.4097,orange
17,15,9,24.8672,87.5746,6.3355,103.8443,orange
20,10,8,27.5371,92.4066,7.6199,104.6777,orange
25,14,11,29.9515,89.8229,7.2054,110.867,orange
20,15,11,22.9987,87.689,7.2999,103.2541,orange
22,16,8,26.8979,88.7826,6.6965,92.9353,orange
18,14,13,21.0934,92.9032,7.249,112.5804,orange
22,16,9,27.24,86.874,7.4506,122.8804,orange
27,14,13,26.746,89.0048,6.9606,120.4349,orange
24,17,9,26.5337,94.6531,7.8008,100.2832,orange
20,14,6,22.8763,100.0,7.0176,94.9853,orange
23,14,11,19.8266,93.9104,7.4563,106.5897,orange
22,13,10,16.9219,88.331,7.1172,128.8135,orange
22,17,10,22.3399,90.5315,7.2342,117.7472,orange
24,14,9,28.6321,92.1264,6.3315,118.4476,orange
24,20,10,21.2606,90.6023,7.1484,120.6783,orange
19,18,9,25.6405,95.6122,6.706,115.0492,orange
23,17,9,25.8758,92.8699,6.6614,111.4473,orange
18,15,12,21.3653,95.6314,7.6976,117.9477,orange
16,18,10,27.7654,90.7422,6.9145,103.446,orange
19,19,11,10.8654,97.302,6.5987,93.0264,orange
20,17,10,17.609,91.3341,6.8563,118.676,orange
13,22,9,18.8375,88.1152,6.4798,124.8529,orange
23,18,8,19.2211,100.0,7.5736,96.5812,orange
9,20,9,23.8451,84.7001,6.7217,119.8631,orange
31,17,5,23.6602,89.045,7.2117,130.1692,orange
26,19,9,24.076,89.4919,7.5424,109.973,orange
19,15,10,24.8843,100.0,6.7999,100.184,orange
20,16,11,18.6996,99.2274,7.2128,111.4762,orange
21,18,9,17.6273,97.9757,6.588,103.3936,orange
18,18,11,24.0853,90.6774,7.9783,102.5992,orange
21,19,6,19.9791,100.0,7.3746,115.1982,orange
19,20,10,16.2181,93.4734,6.923,90.7552,orange
20,13,7,26.3854,95.9091,6.6909,92.6729,orange
21,14,8,28.0804,92.7188,6.9544,110.2315,orange
15,18,10,28.7286,91.8021,6.864,109.7323,orange
20,15,13,23.248,90.9929,7.7812,114.1227,orange
21,27,11,25.0037,91.1614,6.5098,132.5027,orange
21,19,10,27.9795,94.434,7.0539,111.2542,orange
19,17,10,19.9343,93.4688,6.9927,117.1781,orange
25,15,9,26.9427,91.8741,6.953,98.2936,orange
19,16,9,23.6016,98.0381,6.9566,119.2153,orange
21,17,11,26.1548,80.133,6.9536,103.6833,orange
25,17,7,23.2444,94.0395,7.3492,110.857,orange
20,16,11,27.685,94.871,7.2436,108.6938,orange
21,16,9,23.3941,96.5879,7.1676,122.3957,orange
20,21,12,16.5641,91.7405,5.7864,94.2803,orange
25,21,12,28.3077,92.8317,7.1199,82.6011,orange
19,18,7,18.7099,95.9438,6.3377,107.4388,orange
25,13,9,27.5122,97.9647,7.2585,115.6224,orange
20,19,8,22.139,90.7979,7.5898,111.8272,orange
17,22,6,27.204,93.0679,6.6295,124.7865,orange
23,21,8,27.0391,98.7143,6.8953,115.2485,orange
19,19,15,24.2206,83.5039,6.7603,103.2338,orange
22,21,11,24.5341,89.2399,7.4942,82.095,orange
9,17,14,24.1905,97.8633,7.038,107.1523,orange
20,19,12,14.4447,96.3702,7.6913,122.3355,orange
18,15,9,22.9733,94.0898,7.1655,105.2954,orange
16,18,9,18.0357,90.2056,7.097,110.3398,orange
18,21,11,23.1847,88.4727,7.0273,115.0563,orange
18,15,11,17.9282,89.6351,7.3272,97.8165,orange
20,14,9,17.7602,98.192,6.3049,117.4788,orange
15,17,7,28.9197,89.4862,7.0341,129.6455,orange
21,16,17,26.7778,92.4057,6.972,107.9262,orange
25,19,10,22.4834,88.9852,7.2902,96.4512,orange
21,16,9,23.2391,95.3711,6.9249,109.2008,orange
23,22,10,21.5083,89.8451,6.5845,83.3074,orange
24,13,10,24.7795,91.6096,7.0029,114.0428,orange
25,21,10,19.7958,85.2665,6.5669,115.4273,orange
27,15,13,26.475,85.5465,6.2299,130.1076,orange
18,12,10,21.4877,92.0307,7.2908,107.6721,orange
17,18,8,20.8206,86.6994,7.2316,114.9018,orange
23,16,10,22.5869,100.0,7.1868,99.6645,orange
23,14,9,20.1354,83.7539,7.5212,105.7229,orange
23,12,13,23.8147,88.7993,6.734,91.6978,orange
28,17,12,20.3505,92.0668,6.4276,107.6625,orange
20,20,10,24.3741,90.5395,6.972,106.3363,orange
22,19,7,27.364,87.5834,6.861,113.5904,orange
16,17,8,19.6227,88.1683,6.6631,102.5168,orange
29,18,10,21.9777,88.0374,6.9681,111.0001,orange
19,17,11,24.3453,90.8531,6.7554,105.9994,orange
19,13,9,20.7566,99.8077,6.2656,106.022,orange
19,13,9,24.3573,92.3117,6.8235,110.9643,orange
17,16,9,24.7216,96.7316,6.5454,110.4863,orange
17,17,10,26.833,94.0279,7.0927,119.1341,orange
18,20,5,20.076,96.4554,6.7376,108.5523,orange
15,19,8,18.7289,80.8001,7.4447,105.8014,orange
17,19,9,21.2697,90.7822,7.6415,107.8303,orange
28,16,12,18.629,97.2285,7.2718,101.424,orange
23,13,8,24.758,89.7131,6.3796,105.6811,orange
24,18,10,17.853,99.0499,7.6021,134.3739,orange
25,19,10,31.8321,97.9356,7.6303,99.0479,orange
27,10,13,27.6837,90.1235,7.0075,106.6561,orange
13,14,13,22.5503,89.9873,7.5292,105.3501,orange
15,15,10,25.9696,87.9456,6.7793,107.0339,orange
17,17,9,15.9528,89.4816,6.2535,106.0251,orange
18,15,9,32.5935,87.0696,6.6959,113.3509,orange
19,17,10,20.1391,93.7152,7.6917,89.4779,orange
18,16,9,22.018,86.1758,6.4036,122.4461,orange
55,67,42,34.4926,93.1812,6.9271,157.8221,papaya
40,46,45,38.5364,92.2683,6.907,111.9615,papaya
32,57,49,29.5708,96.3854,6.6399,119.7461,papaya
42,59,56,34.9445,93.7148,6.905,113.1175,papaya
48,59,52,37.9437,89.984,6.018,138.345,papaya
71,60,44,35.7765,90.4573,6.7311,177.6058,papaya
54,63,49,35.9988,94.546,6.9582,142.3488,papaya
36,59,60,35.2631,95.6252,6.4501,129.2034,papaya
44,56,51,37.395,94.155,6.4491,96.7316,papaya
50,56,48,30.2376,98.1907,6.1401,159.0637,papaya
52,55,52,29.3422,97.405,7.177,119.0879,papaya
39,65,54,33.481,93.8231,6.484,146.0255,papaya
49,54,48,27.0165,89.9843,6.7723,131.8734,papaya
44,65,53,37.1919,88.57,6.8812,167.6453,papaya
41,59,48,37.1621,91.3379,7.1536,137.7829,papaya
52,55,54,32.1999,94.7596,6.6538,140.7322,papaya
56,63,51,32.3877,97.9799,6.5382,157.0724,papaya
57,54,52,33.283,93.7523,6.7519,205.7082,papaya
55,63,46,33.6561,96.0062,7.0852,169.1534,papaya
46,60,46,33.8815,91.7641,6.6489,139.8418,papaya
56,55,55,35.1747,94.3683,6.4135,142.5959,papaya
52,63,50,32.9821,94.9701,6.2378,126.7542,papaya
51,63,51,36.3296,86.5612,6.3336,114.0001,papaya
45,67,48,34.8378,91.2597,6.9593,125.9175,papaya
46,66,54,31.6791,95.3491,6.6038,119.3355,papaya
51,62,47,37.5053,93.3234,6.5177,162.1011,papaya
70,51,49,29.4252,88.9105,6.4852,110.3642,papaya
52,76,54,33.2235,85.2096,6.7255,182.4963,papaya
45,49,56,36.4008,91.4027,6.6282,165.0614,papaya
43,66,47,31.3308,92.2852,6.6181,143.1151,papaya
46,62,60,34.4287,89.8482,7.1048,142.5096,papaya
67,51,52,35.13,92.9293,7.1614,125.7816,papaya
47,58,45,30.9184,94.0192,6.217,150.6025,papaya
57,58,52,33.2826,94.5121,6.7983,175.1428,papaya
47,68,48,33.0305,85.4322,6.4669,121.4053,papaya
52,54,52,31.8448,88.5571,6.6255,96.4982,papaya
56,57,50,40.405,91.5861,6.7928,163.5965,papaya
45,43,50,31.2107,94.2165,6.6362,152.231,papaya
45,71,45,36.5148,93.9677,6.7691,108.894,papaya
63,52,55,32.3216,93.9156,6.9019,120.4983,papaya
58,61,44,30.2401,91.3497,6.7884,116.7269,papaya
56,58,44,33.8084,91.5171,6.5059,120.764,papaya
56,58,52,35.4473,90.315,6.5112,132.7895,papaya
54,65,58,36.2615,94.8046,6.2681,134.5036,papaya
66,71,48,38.1868,89.7385,6.4438,122.9762,papaya
50,61,54,42.3357,95.0501,7.2886,119.7551,papaya
55,64,55,34.2515,93.1236,6.4624,135.6365,papaya
38,61,54,31.5107,92.3649,6.342,147.5307,papaya
43,66,48,34.8586,90.5299,6.796,133.0111,papaya
40,56,45,32.7014,88.4334,6.6669,177.26,papaya
60,67,39,36.2779,90.557,6.6413,157.7426,papaya
30,67,49,29.6085,91.51,7.1227,94.7746,papaya
47,67,56,40.605,85.3929,6.8647,158.2118,papaya
26,54,44,36.0681,91.9079,6.541,160.6663,papaya
43,58,54,28.448,95.2731,6.5727,129.458,papaya
46,61,45,31.3729,94.2017,6.5492,97.6441,papaya
61,49,51,35.9482,91.0114,6.9624,142.742,papaya
53,70,54,37.029,92.6408,6.6076,142.2687,papaya
43,59,47,29.6833,90.8315,6.1621,108.8506,papaya
59,61,51,35.6391,92.9463,6.6855,98.9634,papaya
50,55,48,27.658,97.1203,6.2389,139.8734,papaya
50,50,54,33.232,95.4055,7.3553,135.5077,papaya
40,55,51,36.8361,94.0624,6.4103,129.982,papaya
42,61,50,31.8455,91.0213,6.6514,139.9977,papaya
43,64,58,28.9792,94.7498,6.7775,109.4167,papaya
50,60,53,33.9386,87.4394,6.6134,129.4554,papaya
51,61,47,31.6858,91.7429,6.613,158.4998,papaya
62,57,50,35.3887,94.2511,6.8265,132.0009,papaya
53,62,50,30.844,94.7213,7.1579,92.3408,papaya
28,69,50,31.1821,94.5097,6.9303,128.3192,papaya
52,64,63,27.437,93.3845,7.1436,110.3952,papaya
38,65,52,34.0098,91.9128,6.386,150.5141,papaya
42,61,40,33.0173,94.1139,6.7952,152.0651,papaya
44,48,47,29.9348,89.6414,6.7466,92.7368,papaya
45,52,40,34.0814,89.966,6.8053,165.2704,papaya
39,62,48,36.5812,92.6852,7.1129,109.1344,papaya
52,59,40,32.8533,93.0196,6.6338,189.2755,papaya
39,62,46,34.3045,87.0232,6.5783,141.0367,papaya
53,71,42,34.3199,93.8654,6.8602,105.1082,papaya
68,64,52,29.887,94.8182,6.1665,108.2404,papaya
39,68,50,39.6698,92.2681,6.6289,152.9429,papaya
48,60,52,32.0875,99.6234,6.6597,130.761,papaya
30,53,49,35.4683,90.4512,6.4239,139.6004,papaya
48,59,43,35.8076,91.4167,7.0171,190.8834,papaya
55,53,53,33.0812,91.3148,6.3813,121.5227,papaya
56,70,60,35.3204,92.2714,6.6592,144.2989,papaya
51,65,52,34.2375,91.5138,6.7879,185.0953,papaya
57,63,48,29.2471,88.2796,7.106,150.6154,papaya
70,68,43,32.5032,90.8604,6.6968,94.3019,papaya
64,45,45,31.6623,92.2071,6.9808,157.6617,papaya
46,63,52,32.1148,96.1857,6.9102,107.6099,papaya
38,50,55,29.588,99.1067,6.737,184.7042,papaya
47,59,51,36.8793,96.5064,6.3731,117.814,papaya
42,57,54,38.306,90.1739,6.2696,231.5853,papaya
54,64,54,36.434,90.4126,6.732,186.5213,papaya
41,61,53,37.3116,92.022,6.5372,118.6016,papaya
49,68,47,32.4661,97.8537,6.9758,143.1004,papaya
57,55,51,31.5912,92.0037,6.9238,165.1093,papaya
49,64,46,31.1642,88.5175,6.6446,166.0098,papaya
42,60,50,35.4322,90.9965,6.3527,155.7701,papaya
27,16,36,26.1961,95.0293,6.0792,179.1742,coconut
22,19,26,27.2999,96.3186,5.5636,211.517,coconut
21,14,29,30.4604,90.9725,6.0333,159.7309,coconut
21,15,30,28.5175,92.7003,5.5721,177.6667,coconut
25,19,26,24.2435,94.6296,6.1075,193.6765,coconut
23,20,23,23.961,92.7833,5.3614,141.9698,coconut
23,15,29,27.3714,92.961,5.4445,252.4147,coconut
25,13,29,25.0745,94.1253,6.2456,175.7141,coconut
14,27,28,28.7971,96.624,5.8359,178.5497,coconut
23,19,31,27.5845,94.1432,5.7036,206.422,coconut
23,16,36,27.8308,97.6961,6.3813,197.8739,coconut
29,20,29,26.0865,92.5056,6.0983,175.952,coconut
16,17,31,30.9828,91.8702,6.2616,178.2532,coconut
28,20,33,33.1852,99.8159,5.9501,137.3963,coconut
22,17,32,26.9428,93.3551,6.8039,161.0884,coconut
24,17,28,28.2061,91.7227,5.8186,187.9303,coconut
29,17,30,27.6948,90.6449,6.5233,186.0973,coconut
24,13,32,26.9806,97.6878,5.9816,205.5291,coconut
24,23,25,25.8359,94.1467,5.5036,171.9875,coconut
23,14,35,25.3301,94.3657,6.1449,140.3178,coconut
20,13,36,25.2288,94.602,6.0944,201.4183,coconut
22,16,27,28.3105,97.5324,5.6846,210.9022,coconut
19,14,31,26.4607,94.5512,5.7233,197.4561,coconut
22,17,33,22.3434,100.0,5.9926,170.9092,coconut
13,19,28,28.3897,95.3344,6.1049,201.1097,coconut
24,20,32,27.4235,97.6545,5.2588,260.7228,coconut
22,19,31,30.1933,97.0131,6.3159,177.8788,coconut
21,16,24,28.2462,94.9089,5.8517,142.2066,coconut
23,17,32,24.5427,93.5326,5.6005,160.3429,coconut
16,18,26,23.0406,95.8299,6.2823,190.6369,coconut
30,12,34,26.0611,96.2752,5.9929,134.8799,coconut
22,19,27,26.2498,93.5685,6.3648,179.2351,coconut
21,13,29,29.3863,95.4158,6.1314,184.5084,coconut
18,23,35,27.4823,98.0905,5.9995,213.378,coconut
22,16,32,29.7674,100.0,5.9542,207.7549,coconut
28,16,26,24.8503,97.1359,6.1448,196.6146,coconut
26,15,26,29.4305,99.6569,5.8759,120.933,coconut
25,15,28,28.942,93.4266,5.7442,198.0263,coconut
24,24,32,23.4635,96.7547,6.183,192.6378,coconut
21,20,31,30.1452,98.3463,5.9567,181.3986,coconut
16,12,27,27.6869,92.7592,6.0101,131.7444,coconut
21,22,25,28.2841,93.786,6.3268,155.5807,coconut
21,21,31,25.7702,99.3448,5.9658,145.8294,coconut
26,16,29,30.0505,92.5623,6.0045,124.6248,coconut
23,18,39,25.1283,91.6472,5.8201,174.9271,coconut
28,17,30,29.1642,98.82,6.1292,155.0544,coconut
27,23,37,29.1412,97.9919,6.1049,240.6326,coconut
20,15,25,25.5517,96.0803,6.2702,170.7807,coconut
15,17,24,31.4667,94.8857,5.8263,207.3438,coconut
