lane_id,origin_location_id,mandi_id,origin_state,origin_district,market_option,market_name,road_distance_km,freight_inr_per_quintal,handling_inr_per_quintal,loading_inr_per_quintal,expected_transit_days,mode,use_case,effective_date,data_status
FML-7738D508D0,LOC-4EB7037A7D,MND-5EDACEF593,Tamil Nadu,Kanniyakumari,C,Kanniyakumari — Regional Wholesale Market,50,62.0,13,11,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-B58E26E926,LOC-1AABB756FD,MND-78BA34A5F9,Tamil Nadu,Karur,A,Karur — Primary Local Mandi,72,92.2,14,4,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-F509507010,LOC-1AABB756FD,MND-ABF43C421D,Tamil Nadu,Karur,B,Karur — Secondary Market Yard,64,85.4,13,4,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-B25BF325AE,LOC-1AABB756FD,MND-C1A53BF0AA,Tamil Nadu,Karur,C,Karur — Regional Wholesale Market,77,103.7,11,10,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-DD49C17608,LOC-7B3B9F585F,MND-893C31E197,Tamil Nadu,Krishnagiri,A,Krishnagiri — Primary Local Mandi,44,63.4,7,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-92F1121454,LOC-7B3B9F585F,MND-9A53A52D0A,Tamil Nadu,Krishnagiri,B,Krishnagiri — Secondary Market Yard,40,51.0,7,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-46E330519A,LOC-7B3B9F585F,MND-B8EDF41B63,Tamil Nadu,Krishnagiri,C,Krishnagiri — Regional Wholesale Market,17,25.7,5,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-17595C47C0,LOC-65DC8AB67C,MND-4D748FC3AD,Tamil Nadu,Madurai,A,Madurai — Primary Local Mandi,15,35.5,5,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-9686F87509,LOC-65DC8AB67C,MND-AA875C601B,Tamil Nadu,Madurai,B,Madurai — Secondary Market Yard,14,28.4,8,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-5797090802,LOC-65DC8AB67C,MND-B21A8D3413,Tamil Nadu,Madurai,C,Madurai — Regional Wholesale Market,8,27.8,12,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-B4D46CE4FA,LOC-37AE62EC90,MND-CC7CFC2C22,Tamil Nadu,Mayiladuthurai,A,Mayiladuthurai — Primary Local Mandi,52,64.2,11,10,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-17398896DE,LOC-37AE62EC90,MND-F47686C3F5,Tamil Nadu,Mayiladuthurai,B,Mayiladuthurai — Secondary Market Yard,72,92.2,5,5,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-E9F4BC3C29,LOC-37AE62EC90,MND-8D0A6124D7,Tamil Nadu,Mayiladuthurai,C,Mayiladuthurai — Regional Wholesale Market,26,40.6,6,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-CA919A7183,LOC-2DBC5350B6,MND-4AF87372D4,Tamil Nadu,Nagapattinam,A,Nagapattinam — Primary Local Mandi,26,46.6,14,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-A32215AA39,LOC-2DBC5350B6,MND-02CFD10B87,Tamil Nadu,Nagapattinam,B,Nagapattinam — Secondary Market Yard,13,23.3,7,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-1151915F46,LOC-2DBC5350B6,MND-4ADDA31ADF,Tamil Nadu,Nagapattinam,C,Nagapattinam — Regional Wholesale Market,15,28.5,9,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-8240E5F388,LOC-FFC0469257,MND-CB0C1285E5,Tamil Nadu,Namakkal,A,Namakkal — Primary Local Mandi,25,47.5,5,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-10CF476403,LOC-FFC0469257,MND-71FFDA7D74,Tamil Nadu,Namakkal,B,Namakkal — Secondary Market Yard,38,50.8,11,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-09C8FAF9AC,LOC-FFC0469257,MND-7CF686B3B1,Tamil Nadu,Namakkal,C,Namakkal — Regional Wholesale Market,52,72.2,5,8,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-7FDE434C67,LOC-177E978EAA,MND-3513DE4410,Tamil Nadu,Perambalur,A,Perambalur — Primary Local Mandi,47,68.7,8,11,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-9D56B226E2,LOC-177E978EAA,MND-71A38ADC4E,Tamil Nadu,Perambalur,B,Perambalur — Secondary Market Yard,63,79.3,12,4,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-874F55DC99,LOC-177E978EAA,MND-C413AF6F11,Tamil Nadu,Perambalur,C,Perambalur — Regional Wholesale Market,74,100.4,9,11,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-308CBE86AD,LOC-D3A2F8985E,MND-C93BB00A69,Tamil Nadu,Pudukkottai,A,Pudukkottai — Primary Local Mandi,73,99.3,7,4,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-4A5DAD77A4,LOC-D3A2F8985E,MND-D98A0782A9,Tamil Nadu,Pudukkottai,B,Pudukkottai — Secondary Market Yard,70,98.0,14,4,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-DB1A561C66,LOC-D3A2F8985E,MND-C2F5DF3ED7,Tamil Nadu,Pudukkottai,C,Pudukkottai — Regional Wholesale Market,62,83.2,9,10,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-191C8B226E,LOC-87752ECBD7,MND-F969E2C0B2,Tamil Nadu,Ramanathapuram,A,Ramanathapuram — Primary Local Mandi,9,31.9,8,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-7C252C8837,LOC-87752ECBD7,MND-164786F237,Tamil Nadu,Ramanathapuram,B,Ramanathapuram — Secondary Market Yard,69,86.9,12,8,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-0F257389C5,LOC-87752ECBD7,MND-D541EB498B,Tamil Nadu,Ramanathapuram,C,Ramanathapuram — Regional Wholesale Market,57,69.7,5,4,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-D36503DCD1,LOC-1A3A4BD57B,MND-9EB7DFB9D8,Tamil Nadu,Ranipet,A,Ranipet — Primary Local Mandi,13,33.3,9,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-A1B526403F,LOC-1A3A4BD57B,MND-BAB5B97708,Tamil Nadu,Ranipet,B,Ranipet — Secondary Market Yard,21,38.1,14,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-86F7233C03,LOC-1A3A4BD57B,MND-26A5605F3E,Tamil Nadu,Ranipet,C,Ranipet — Regional Wholesale Market,33,45.3,7,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-5277CD9CEE,LOC-45934CA7B8,MND-014B2D71CE,Tamil Nadu,Salem,A,Salem — Primary Local Mandi,14,26.4,5,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-67805EF194,LOC-45934CA7B8,MND-398EC52748,Tamil Nadu,Salem,B,Salem — Secondary Market Yard,33,43.3,9,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-9FD68DD24E,LOC-45934CA7B8,MND-A422CC62BA,Tamil Nadu,Salem,C,Salem — Regional Wholesale Market,67,79.7,10,9,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-881ADACA92,LOC-9694E1CA2E,MND-CA44C3E1FB,Tamil Nadu,Sivaganga,A,Sivaganga — Primary Local Mandi,21,34.1,7,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-B832DF30FC,LOC-9694E1CA2E,MND-CA688DC939,Tamil Nadu,Sivaganga,B,Sivaganga — Secondary Market Yard,12,26.2,7,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-E1A5C79E3C,LOC-9694E1CA2E,MND-1F1B78D217,Tamil Nadu,Sivaganga,C,Sivaganga — Regional Wholesale Market,63,76.3,8,6,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-2827793AE2,LOC-7C9B0AEDA3,MND-560EB2AAAE,Tamil Nadu,Tenkasi,A,Tenkasi — Primary Local Mandi,33,49.3,13,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-2D091CD137,LOC-7C9B0AEDA3,MND-17C93D46A6,Tamil Nadu,Tenkasi,B,Tenkasi — Secondary Market Yard,60,81.0,11,10,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-235C617C2C,LOC-7C9B0AEDA3,MND-D83B2D874C,Tamil Nadu,Tenkasi,C,Tenkasi — Regional Wholesale Market,50,76.0,8,9,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-55FB65214A,LOC-D1D1784388,MND-C8AECF2F34,Tamil Nadu,Thanjavur,A,Thanjavur — Primary Local Mandi,71,92.1,10,5,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-B7832866A2,LOC-D1D1784388,MND-6903A2886E,Tamil Nadu,Thanjavur,B,Thanjavur — Secondary Market Yard,22,33.2,12,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-8C93C37329,LOC-D1D1784388,MND-A13EDED4A9,Tamil Nadu,Thanjavur,C,Thanjavur — Regional Wholesale Market,39,52.9,7,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-A7B4AB7953,LOC-502A359851,MND-E37B12A59F,Tamil Nadu,The Nilgiris,A,The Nilgiris — Primary Local Mandi,9,29.9,10,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-6EDBBEF534,LOC-502A359851,MND-9D0A892692,Tamil Nadu,The Nilgiris,B,The Nilgiris — Secondary Market Yard,31,41.1,8,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-F576A0E6BD,LOC-502A359851,MND-6217CC06EC,Tamil Nadu,The Nilgiris,C,The Nilgiris — Regional Wholesale Market,77,100.7,7,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-65603956FE,LOC-771D8D6D63,MND-C127C34787,Tamil Nadu,Theni,A,Theni — Primary Local Mandi,43,58.3,12,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-17C9ECD608,LOC-771D8D6D63,MND-84E60F836A,Tamil Nadu,Theni,B,Theni — Secondary Market Yard,8,18,10,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-7601F9C64C,LOC-771D8D6D63,MND-980036F629,Tamil Nadu,Theni,C,Theni — Regional Wholesale Market,52,70.2,14,4,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-3358B29C91,LOC-9B8F88305E,MND-E0D608964B,Tamil Nadu,Thoothukudi,A,Thoothukudi — Primary Local Mandi,8,18,12,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-46A310E42B,LOC-9B8F88305E,MND-4854EF04D7,Tamil Nadu,Thoothukudi,B,Thoothukudi — Secondary Market Yard,43,69.3,5,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-65E5E5B52F,LOC-9B8F88305E,MND-D3D683AF48,Tamil Nadu,Thoothukudi,C,Thoothukudi — Regional Wholesale Market,39,56.9,7,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-39CC52C550,LOC-DA153D7B60,MND-AF15AD3327,Tamil Nadu,Tiruchirappalli,A,Tiruchirappalli — Primary Local Mandi,44,65.4,12,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-856DA8E387,LOC-DA153D7B60,MND-79A02CE87E,Tamil Nadu,Tiruchirappalli,B,Tiruchirappalli — Secondary Market Yard,41,52.1,11,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-24B84685AE,LOC-DA153D7B60,MND-E76B90C615,Tamil Nadu,Tiruchirappalli,C,Tiruchirappalli — Regional Wholesale Market,25,35.5,6,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-11C9A37F75,LOC-C864130042,MND-9C5701D16D,Tamil Nadu,Tirunelveli,A,Tirunelveli — Primary Local Mandi,46,71.6,10,10,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-1A92BA94C8,LOC-C864130042,MND-5ACD3A6341,Tamil Nadu,Tirunelveli,B,Tirunelveli — Secondary Market Yard,31,50.1,9,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-F43E71CBAD,LOC-C864130042,MND-B044CD1C56,Tamil Nadu,Tirunelveli,C,Tirunelveli — Regional Wholesale Market,43,53.3,10,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-F52E470247,LOC-EAF0BF1C99,MND-8B9CD27A3F,Tamil Nadu,Tirupathur,A,Tirupathur — Primary Local Mandi,56,76.6,5,10,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-D64D5B40E3,LOC-EAF0BF1C99,MND-3553C928D8,Tamil Nadu,Tirupathur,B,Tirupathur — Secondary Market Yard,11,23.1,10,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-AC9CD41EA8,LOC-EAF0BF1C99,MND-9A5B3BAF27,Tamil Nadu,Tirupathur,C,Tirupathur — Regional Wholesale Market,32,47.2,14,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-609AE59A2F,LOC-AE889E3269,MND-286B40B3D1,Tamil Nadu,Tiruppur,A,Tiruppur — Primary Local Mandi,53,73.3,10,6,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-DACA190B76,LOC-AE889E3269,MND-53DA17DD3E,Tamil Nadu,Tiruppur,B,Tiruppur — Secondary Market Yard,27,36.7,8,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-1594984B61,LOC-AE889E3269,MND-6A684FF7CC,Tamil Nadu,Tiruppur,C,Tiruppur — Regional Wholesale Market,17,38.7,10,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-5A0493F00A,LOC-55F14248D3,MND-CB45DA46EA,Tamil Nadu,Tiruvallur,A,Tiruvallur — Primary Local Mandi,29,42.9,7,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-3DF15A6F7F,LOC-55F14248D3,MND-981D9B5034,Tamil Nadu,Tiruvallur,B,Tiruvallur — Secondary Market Yard,38,55.8,9,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-F75536C2F0,LOC-55F14248D3,MND-8C7ABFA74D,Tamil Nadu,Tiruvallur,C,Tiruvallur — Regional Wholesale Market,65,78.5,10,11,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-B39572B1D5,LOC-ACAB2D1816,MND-3E36B3E48A,Tamil Nadu,Tiruvarur,A,Tiruvarur — Primary Local Mandi,33,49.3,12,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-DE28939F49,LOC-ACAB2D1816,MND-2498443C3C,Tamil Nadu,Tiruvarur,B,Tiruvarur — Secondary Market Yard,14,27.4,10,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-C8F9821626,LOC-ACAB2D1816,MND-3AF6299856,Tamil Nadu,Tiruvarur,C,Tiruvarur — Regional Wholesale Market,6,25.6,12,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-5B41CCBBEE,LOC-45844C8E74,MND-887EDAAFFE,Tamil Nadu,Vellore,A,Vellore — Primary Local Mandi,18,26.8,8,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-E6F44B87D4,LOC-45844C8E74,MND-8C163CFB1F,Tamil Nadu,Vellore,B,Vellore — Secondary Market Yard,64,76.4,8,6,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-BE4A42B4EE,LOC-45844C8E74,MND-3E5C28C6A0,Tamil Nadu,Vellore,C,Vellore — Regional Wholesale Market,39,49.9,11,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-6854E1885B,LOC-F2A2D59472,MND-800E90AD3B,Tamil Nadu,Viluppuram,A,Viluppuram — Primary Local Mandi,12,29.2,9,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-443B21CBE2,LOC-F2A2D59472,MND-9F6BE698AB,Tamil Nadu,Viluppuram,B,Viluppuram — Secondary Market Yard,60,85.0,5,11,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-23EFD2CC39,LOC-F2A2D59472,MND-D49353FA5D,Tamil Nadu,Viluppuram,C,Viluppuram — Regional Wholesale Market,24,37.4,10,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-01E0B24D87,LOC-80A2019822,MND-FB3201B6AF,Tamil Nadu,Virudhunagar,A,Virudhunagar — Primary Local Mandi,37,59.7,7,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-FC948A2EE2,LOC-80A2019822,MND-0E561E4418,Tamil Nadu,Virudhunagar,B,Virudhunagar — Secondary Market Yard,80,108.0,9,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-4DD2D4A04E,LOC-80A2019822,MND-DEE132A1ED,Tamil Nadu,Virudhunagar,C,Virudhunagar — Regional Wholesale Market,70,90.0,7,10,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-BB2F01920C,LOC-B4E76294C9,MND-F5669D97E7,Telangana,Adilabad,A,Adilabad — Primary Local Mandi,39,49.9,11,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-29A5785776,LOC-B4E76294C9,MND-A27168FD3F,Telangana,Adilabad,B,Adilabad — Secondary Market Yard,65,81.5,10,8,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-8145C84CDD,LOC-B4E76294C9,MND-098BEECC4E,Telangana,Adilabad,C,Adilabad — Regional Wholesale Market,42,62.2,12,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-C8B2AB07C7,LOC-A3EC26E042,MND-4A96B31F26,Telangana,Bhadradri Kothagudem,A,Bhadradri Kothagudem — Primary Local Mandi,7,18.7,9,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-FDDBE9695E,LOC-A3EC26E042,MND-A0034BD63E,Telangana,Bhadradri Kothagudem,B,Bhadradri Kothagudem — Secondary Market Yard,7,26.7,13,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-F8E1DC42B2,LOC-A3EC26E042,MND-C4C59BC3CD,Telangana,Bhadradri Kothagudem,C,Bhadradri Kothagudem — Regional Wholesale Market,34,56.4,11,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-DE01241317,LOC-51F3214ED6,MND-CC66F7D2F5,Telangana,Hanumakonda,A,Hanumakonda — Primary Local Mandi,66,86.6,5,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-7A1D403870,LOC-51F3214ED6,MND-611664E124,Telangana,Hanumakonda,B,Hanumakonda — Secondary Market Yard,65,83.5,11,9,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-0075708762,LOC-51F3214ED6,MND-461D1FB959,Telangana,Hanumakonda,C,Hanumakonda — Regional Wholesale Market,53,65.3,8,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-226CDE39BB,LOC-A3E1FDB7DB,MND-EA922DA232,Telangana,Hyderabad,A,Hyderabad — Primary Local Mandi,38,48.8,5,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-CD10E350C3,LOC-A3E1FDB7DB,MND-235E26985F,Telangana,Hyderabad,B,Hyderabad — Secondary Market Yard,72,99.2,10,6,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-AA19CC5387,LOC-A3E1FDB7DB,MND-EDFF068CB2,Telangana,Hyderabad,C,Hyderabad — Regional Wholesale Market,30,42.0,6,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-15187C5CC6,LOC-401BC943AA,MND-8D8B30EFF2,Telangana,Jagitial,A,Jagitial — Primary Local Mandi,27,51.7,12,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-A69606CB8B,LOC-401BC943AA,MND-3212368A13,Telangana,Jagitial,B,Jagitial — Secondary Market Yard,73,92.3,12,11,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-1E87B5B2D5,LOC-401BC943AA,MND-DC3361C0C0,Telangana,Jagitial,C,Jagitial — Regional Wholesale Market,36,46.6,7,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-A966B6BBD4,LOC-75B016EDB1,MND-4A1193CC1F,Telangana,Jangoan,A,Jangoan — Primary Local Mandi,7,18,6,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-7B672E756B,LOC-75B016EDB1,MND-7E6C139AC4,Telangana,Jangoan,B,Jangoan — Secondary Market Yard,9,26.9,8,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-99F58CECF7,LOC-75B016EDB1,MND-3EB2793928,Telangana,Jangoan,C,Jangoan — Regional Wholesale Market,79,97.9,12,6,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-1236CACB44,LOC-4EEE112DCA,MND-3489F22E79,Telangana,Jayashankar Bhupalapally,A,Jayashankar Bhupalapally — Primary Local Mandi,46,69.6,12,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-9BFF2CF1B6,LOC-4EEE112DCA,MND-BC8FBF9A3C,Telangana,Jayashankar Bhupalapally,B,Jayashankar Bhupalapally — Secondary Market Yard,62,88.2,13,9,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-0D467B1622,LOC-4EEE112DCA,MND-5D3623716A,Telangana,Jayashankar Bhupalapally,C,Jayashankar Bhupalapally — Regional Wholesale Market,77,94.7,9,10,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-FBBF850392,LOC-7178BDECC5,MND-4AA543C231,Telangana,Jogulamba Gadwal,A,Jogulamba Gadwal — Primary Local Mandi,27,36.7,6,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-187FB3EC48,LOC-7178BDECC5,MND-A9C49DC121,Telangana,Jogulamba Gadwal,B,Jogulamba Gadwal — Secondary Market Yard,66,92.6,10,5,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-16171C4CB4,LOC-7178BDECC5,MND-21FDF3F0E7,Telangana,Jogulamba Gadwal,C,Jogulamba Gadwal — Regional Wholesale Market,18,31.8,6,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-3CDB92F9EB,LOC-56B5C38C03,MND-5F039E0D87,Telangana,Kamareddy,A,Kamareddy — Primary Local Mandi,14,29.4,5,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-4EEDD881AE,LOC-56B5C38C03,MND-C2F55D1216,Telangana,Kamareddy,B,Kamareddy — Secondary Market Yard,8,30.8,9,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-0562C58BE7,LOC-56B5C38C03,MND-5AE606B6FC,Telangana,Kamareddy,C,Kamareddy — Regional Wholesale Market,26,39.6,5,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-7C23802CB1,LOC-8C30C2F4B9,MND-FFB2B1AC8E,Telangana,Karimnagar,A,Karimnagar — Primary Local Mandi,63,82.3,14,11,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-912BDB913A,LOC-8C30C2F4B9,MND-FAC63DEF5B,Telangana,Karimnagar,B,Karimnagar — Secondary Market Yard,11,26.1,11,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-DE6789FF40,LOC-8C30C2F4B9,MND-D261FAD5C7,Telangana,Karimnagar,C,Karimnagar — Regional Wholesale Market,39,51.9,9,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-4A64805402,LOC-474657F250,MND-7224283954,Telangana,Khammam,A,Khammam — Primary Local Mandi,6,19.6,5,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-351D0DA5E7,LOC-474657F250,MND-753C461527,Telangana,Khammam,B,Khammam — Secondary Market Yard,38,47.8,11,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-4ABDD0F17C,LOC-474657F250,MND-A0925691A6,Telangana,Khammam,C,Khammam — Regional Wholesale Market,7,22.7,12,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
