lane_id,origin_location_id,origin_state,origin_district,destination_state,destination_city,destination_district,road_distance_km,freight_inr_per_quintal,fixed_lane_charge_inr,loading_inr_per_quintal,handling_inr_per_quintal,insurance_inr_per_quintal,expected_transit_days,mode,lane_type,use_case,effective_date,data_status
BLN-A5C2770E2E,LOC-39C28D77F4,Uttar Pradesh,Jhansi,West Bengal,Kolkata,Kolkata,387,272.24,1271,13,19,0.45,1,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-76488DB7DF,LOC-6EBCF5D96A,Uttar Pradesh,Kannauj,Andaman and Nicobar Islands,Port Blair,South Andamans,2110,1166.2,1135,10,13,0.45,5,FULL_TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-1EB176A3F3,LOC-6EBCF5D96A,Uttar Pradesh,Kannauj,Andhra Pradesh,Vijayawada,NTR,2196,1196.92,548,6,14,0.2,5,FULL_TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-03FF21F0CA,LOC-6EBCF5D96A,Uttar Pradesh,Kannauj,Arunachal Pradesh,Itanagar,Papum Pare,2022,1121.44,861,11,15,0.35,5,FULL_TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-CC4FA2453C,LOC-6EBCF5D96A,Uttar Pradesh,Kannauj,Assam,Guwahati,Kamrup Metro,1848,1016.96,1174,7,16,0.5,5,FULL_TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-8AA6049A2F,LOC-6EBCF5D96A,Uttar Pradesh,Kannauj,Bihar,Patna,Patna,1934,1076.68,587,12,17,0.25,5,FULL_TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-52671CEFA1,LOC-6EBCF5D96A,Uttar Pradesh,Kannauj,Chandigarh,Chandigarh,Chandigarh,1760,972.2,900,8,18,0.4,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-2B199A3CAC,LOC-6EBCF5D96A,Uttar Pradesh,Kannauj,Chhattisgarh,Raipur,Raipur,1846,1031.92,1213,13,19,0.55,5,FULL_TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-1A4EE43AC0,LOC-6EBCF5D96A,Uttar Pradesh,Kannauj,Dadra and Nagar Haveli and Daman and Diu,Silvassa,Dadra And Nagar Haveli,1672,927.44,626,9,20,0.3,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-60E6DDC539,LOC-6EBCF5D96A,Uttar Pradesh,Kannauj,Delhi,Delhi,New Delhi,1758,987.16,939,14,8,0.45,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-7E9226A2CD,LOC-6EBCF5D96A,Uttar Pradesh,Kannauj,Goa,Panaji,North Goa,1584,882.68,1252,10,9,0.2,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-CEA2FBD776,LOC-6EBCF5D96A,Uttar Pradesh,Kannauj,Gujarat,Ahmedabad,Ahmedabad,1670,942.4,665,6,10,0.35,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-918F3A1F04,LOC-6EBCF5D96A,Uttar Pradesh,Kannauj,Haryana,Gurugram,Gurugram,1496,837.92,978,11,11,0.5,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-B9D95914B2,LOC-6EBCF5D96A,Uttar Pradesh,Kannauj,Himachal Pradesh,Shimla,Shimla,1582,897.64,1291,7,12,0.25,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-E67ADC97E8,LOC-6EBCF5D96A,Uttar Pradesh,Kannauj,Jammu and Kashmir,Jammu,Jammu,1408,793.16,704,12,13,0.4,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-0B233EC95D,LOC-6EBCF5D96A,Uttar Pradesh,Kannauj,Jharkhand,Ranchi,Ranchi,1234,717.68,1017,8,14,0.55,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-598D853F65,LOC-6EBCF5D96A,Uttar Pradesh,Kannauj,Karnataka,Bengaluru,Bengaluru Urban,1320,748.4,430,13,15,0.3,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-43D63FF2B8,LOC-6EBCF5D96A,Uttar Pradesh,Kannauj,Kerala,Kochi,Ernakulam,1146,672.92,743,9,16,0.45,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-116C5050A5,LOC-6EBCF5D96A,Uttar Pradesh,Kannauj,Ladakh,Leh,Leh Ladakh,1232,703.64,1056,14,17,0.2,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-8D9D7EB4F4,LOC-6EBCF5D96A,Uttar Pradesh,Kannauj,Lakshadweep,Kavaratti,Lakshadweep District,1058,628.16,469,10,18,0.35,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-7CD159E410,LOC-6EBCF5D96A,Uttar Pradesh,Kannauj,Madhya Pradesh,Indore,Indore,1144,658.88,782,6,19,0.5,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-046BC7BC71,LOC-6EBCF5D96A,Uttar Pradesh,Kannauj,Maharashtra,Mumbai,Mumbai,970,583.4,1095,11,20,0.25,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-EB9E07AE65,LOC-6EBCF5D96A,Uttar Pradesh,Kannauj,Manipur,Imphal,Imphal West,1056,614.12,508,7,8,0.4,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-FCEAF8D741,LOC-6EBCF5D96A,Uttar Pradesh,Kannauj,Meghalaya,Shillong,East Khasi Hills,882,509.64,821,12,9,0.55,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-87575713AF,LOC-6EBCF5D96A,Uttar Pradesh,Kannauj,Mizoram,Aizawl,Aizawl,968,569.36,1134,8,10,0.3,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-5DAA4F27F9,LOC-6EBCF5D96A,Uttar Pradesh,Kannauj,Nagaland,Dimapur,Dimapur,794,464.88,547,13,11,0.45,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-3C42ADB037,LOC-6EBCF5D96A,Uttar Pradesh,Kannauj,Odisha,Bhubaneswar,Khordha,620,389.4,860,9,12,0.2,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-658CDA5A95,LOC-6EBCF5D96A,Uttar Pradesh,Kannauj,Puducherry,Puducherry,Puducherry,706,420.12,1173,14,13,0.35,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-55C237DABF,LOC-6EBCF5D96A,Uttar Pradesh,Kannauj,Punjab,Ludhiana,Ludhiana,532,344.64,586,10,14,0.5,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-6CB0D09035,LOC-6EBCF5D96A,Uttar Pradesh,Kannauj,Rajasthan,Jaipur,Jaipur,618,375.36,899,6,15,0.25,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-BEDB7558F5,LOC-6EBCF5D96A,Uttar Pradesh,Kannauj,Sikkim,Gangtok,Gangtok,444,299.88,1212,11,16,0.4,1,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-FA618602E1,LOC-6EBCF5D96A,Uttar Pradesh,Kannauj,Tamil Nadu,Chennai,Chennai,530,330.6,625,7,17,0.55,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-1556E62384,LOC-6EBCF5D96A,Uttar Pradesh,Kannauj,Telangana,Hyderabad,Hyderabad,356,255.12,938,12,18,0.3,1,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-FE4916D836,LOC-6EBCF5D96A,Uttar Pradesh,Kannauj,Tripura,Agartala,West Tripura,442,285.84,1251,8,19,0.45,1,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-965F8F1808,LOC-6EBCF5D96A,Uttar Pradesh,Kannauj,Uttar Pradesh,Lucknow,Lucknow,249,200.48,664,13,20,0.2,1,TRUCK,INTRA_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-567D59F6B4,LOC-6EBCF5D96A,Uttar Pradesh,Kannauj,Uttarakhand,Dehradun,Dehradun,464,298.28,977,9,8,0.35,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-A1E669E52C,LOC-6EBCF5D96A,Uttar Pradesh,Kannauj,West Bengal,Kolkata,Kolkata,400,280.0,1290,14,9,0.5,1,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-43F5A733CE,LOC-F72BACD1EF,Uttar Pradesh,Kanpur Dehat,Andaman and Nicobar Islands,Port Blair,South Andamans,2123,1173.96,1154,11,16,0.5,5,FULL_TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-ACED11A946,LOC-F72BACD1EF,Uttar Pradesh,Kanpur Dehat,Andhra Pradesh,Vijayawada,NTR,1949,1069.48,567,7,17,0.25,5,FULL_TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-3F41848A96,LOC-F72BACD1EF,Uttar Pradesh,Kanpur Dehat,Arunachal Pradesh,Itanagar,Papum Pare,2035,1129.2,880,12,18,0.4,5,FULL_TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-F7F8343ED8,LOC-F72BACD1EF,Uttar Pradesh,Kanpur Dehat,Assam,Guwahati,Kamrup Metro,1861,1024.72,1193,8,19,0.55,5,FULL_TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-81FD7BCDF3,LOC-F72BACD1EF,Uttar Pradesh,Kanpur Dehat,Bihar,Patna,Patna,1947,1084.44,606,13,20,0.3,5,FULL_TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-2A38D50BB4,LOC-F72BACD1EF,Uttar Pradesh,Kanpur Dehat,Chandigarh,Chandigarh,Chandigarh,1773,979.96,919,9,8,0.45,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-E644762F28,LOC-F72BACD1EF,Uttar Pradesh,Kanpur Dehat,Chhattisgarh,Raipur,Raipur,1859,1039.68,1232,14,9,0.2,5,FULL_TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-F64A7F5B80,LOC-F72BACD1EF,Uttar Pradesh,Kanpur Dehat,Dadra and Nagar Haveli and Daman and Diu,Silvassa,Dadra And Nagar Haveli,1685,935.2,645,10,10,0.35,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-847689AA87,LOC-F72BACD1EF,Uttar Pradesh,Kanpur Dehat,Delhi,Delhi,New Delhi,1771,994.92,958,6,11,0.5,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-704B4E565B,LOC-F72BACD1EF,Uttar Pradesh,Kanpur Dehat,Goa,Panaji,North Goa,1597,890.44,1271,11,12,0.25,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-F647AE4A57,LOC-F72BACD1EF,Uttar Pradesh,Kanpur Dehat,Gujarat,Ahmedabad,Ahmedabad,1683,950.16,684,7,13,0.4,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-A72D92B779,LOC-F72BACD1EF,Uttar Pradesh,Kanpur Dehat,Haryana,Gurugram,Gurugram,1509,845.68,997,12,14,0.55,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-E6C10DC3DF,LOC-F72BACD1EF,Uttar Pradesh,Kanpur Dehat,Himachal Pradesh,Shimla,Shimla,1335,770.2,410,8,15,0.3,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-5DDA81EE46,LOC-F72BACD1EF,Uttar Pradesh,Kanpur Dehat,Jammu and Kashmir,Jammu,Jammu,1421,800.92,723,13,16,0.45,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-A1BEF51B47,LOC-F72BACD1EF,Uttar Pradesh,Kanpur Dehat,Jharkhand,Ranchi,Ranchi,1247,725.44,1036,9,17,0.2,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-633F670B42,LOC-F72BACD1EF,Uttar Pradesh,Kanpur Dehat,Karnataka,Bengaluru,Bengaluru Urban,1333,756.16,449,14,18,0.35,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-30F4F9D3CB,LOC-F72BACD1EF,Uttar Pradesh,Kanpur Dehat,Kerala,Kochi,Ernakulam,1159,680.68,762,10,19,0.5,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-E49E5FEBEE,LOC-F72BACD1EF,Uttar Pradesh,Kanpur Dehat,Ladakh,Leh,Leh Ladakh,1245,711.4,1075,6,20,0.25,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-D271A2B87F,LOC-F72BACD1EF,Uttar Pradesh,Kanpur Dehat,Lakshadweep,Kavaratti,Lakshadweep District,1071,635.92,488,11,8,0.4,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-D6F6B717CA,LOC-F72BACD1EF,Uttar Pradesh,Kanpur Dehat,Madhya Pradesh,Indore,Indore,1157,666.64,801,7,9,0.55,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-3F13EFD118,LOC-F72BACD1EF,Uttar Pradesh,Kanpur Dehat,Maharashtra,Mumbai,Mumbai,983,562.16,1114,12,10,0.3,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-562BFC2517,LOC-F72BACD1EF,Uttar Pradesh,Kanpur Dehat,Manipur,Imphal,Imphal West,1069,621.88,527,8,11,0.45,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-CC48D4520B,LOC-F72BACD1EF,Uttar Pradesh,Kanpur Dehat,Meghalaya,Shillong,East Khasi Hills,895,517.4,840,13,12,0.2,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-028F474C86,LOC-F72BACD1EF,Uttar Pradesh,Kanpur Dehat,Mizoram,Aizawl,Aizawl,981,577.12,1153,9,13,0.35,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-9F1B35FB56,LOC-F72BACD1EF,Uttar Pradesh,Kanpur Dehat,Nagaland,Dimapur,Dimapur,807,472.64,566,14,14,0.5,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-F66E76A5C1,LOC-F72BACD1EF,Uttar Pradesh,Kanpur Dehat,Odisha,Bhubaneswar,Khordha,633,397.16,879,10,15,0.25,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-744CC4EBD6,LOC-F72BACD1EF,Uttar Pradesh,Kanpur Dehat,Puducherry,Puducherry,Puducherry,719,427.88,1192,6,16,0.4,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-F48769406A,LOC-F72BACD1EF,Uttar Pradesh,Kanpur Dehat,Punjab,Ludhiana,Ludhiana,545,352.4,605,11,17,0.55,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-E64AB0F676,LOC-F72BACD1EF,Uttar Pradesh,Kanpur Dehat,Rajasthan,Jaipur,Jaipur,631,383.12,918,7,18,0.3,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-43EA1F0F57,LOC-F72BACD1EF,Uttar Pradesh,Kanpur Dehat,Sikkim,Gangtok,Gangtok,457,307.64,1231,12,19,0.45,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-31ABEA9051,LOC-F72BACD1EF,Uttar Pradesh,Kanpur Dehat,Tamil Nadu,Chennai,Chennai,543,338.36,644,8,20,0.2,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-4FFEE32422,LOC-F72BACD1EF,Uttar Pradesh,Kanpur Dehat,Telangana,Hyderabad,Hyderabad,369,262.88,957,13,8,0.35,1,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-58600FCEFD,LOC-F72BACD1EF,Uttar Pradesh,Kanpur Dehat,Tripura,Agartala,West Tripura,455,293.6,1270,9,9,0.5,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-C2BAE1E843,LOC-F72BACD1EF,Uttar Pradesh,Kanpur Dehat,Uttar Pradesh,Lucknow,Lucknow,266,210.32,683,14,10,0.25,1,TRUCK,INTRA_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-64757B8FF9,LOC-F72BACD1EF,Uttar Pradesh,Kanpur Dehat,Uttarakhand,Dehradun,Dehradun,477,306.04,996,10,11,0.4,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-A7C8F77EFA,LOC-F72BACD1EF,Uttar Pradesh,Kanpur Dehat,West Bengal,Kolkata,Kolkata,413,287.76,409,6,12,0.55,1,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-BFAB0CE281,LOC-D2B2DAEDC6,Uttar Pradesh,Kanpur Nagar,Andaman and Nicobar Islands,Port Blair,South Andamans,2136,1181.72,1173,12,19,0.55,5,FULL_TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-DCEEEFF80B,LOC-D2B2DAEDC6,Uttar Pradesh,Kanpur Nagar,Andhra Pradesh,Vijayawada,NTR,1962,1077.24,586,8,20,0.3,5,FULL_TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-89F6E43977,LOC-D2B2DAEDC6,Uttar Pradesh,Kanpur Nagar,Arunachal Pradesh,Itanagar,Papum Pare,2048,1136.96,899,13,8,0.45,5,FULL_TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-713CC2BBC8,LOC-D2B2DAEDC6,Uttar Pradesh,Kanpur Nagar,Assam,Guwahati,Kamrup Metro,1874,1032.48,1212,9,9,0.2,5,FULL_TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-989D482DCB,LOC-D2B2DAEDC6,Uttar Pradesh,Kanpur Nagar,Bihar,Patna,Patna,1960,1092.2,625,14,10,0.35,5,FULL_TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-C4A71703E3,LOC-D2B2DAEDC6,Uttar Pradesh,Kanpur Nagar,Chandigarh,Chandigarh,Chandigarh,1786,987.72,938,10,11,0.5,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-31592D0EEB,LOC-D2B2DAEDC6,Uttar Pradesh,Kanpur Nagar,Chhattisgarh,Raipur,Raipur,1872,1047.44,1251,6,12,0.25,5,FULL_TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-504E62C827,LOC-D2B2DAEDC6,Uttar Pradesh,Kanpur Nagar,Dadra and Nagar Haveli and Daman and Diu,Silvassa,Dadra And Nagar Haveli,1698,942.96,664,11,13,0.4,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-2794B9D7A4,LOC-D2B2DAEDC6,Uttar Pradesh,Kanpur Nagar,Delhi,Delhi,New Delhi,1784,1002.68,977,7,14,0.55,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-E19516FA0B,LOC-D2B2DAEDC6,Uttar Pradesh,Kanpur Nagar,Goa,Panaji,North Goa,1610,898.2,1290,12,15,0.3,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-5794C1702E,LOC-D2B2DAEDC6,Uttar Pradesh,Kanpur Nagar,Gujarat,Ahmedabad,Ahmedabad,1696,957.92,703,8,16,0.45,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-9F648F5655,LOC-D2B2DAEDC6,Uttar Pradesh,Kanpur Nagar,Haryana,Gurugram,Gurugram,1522,853.44,1016,13,17,0.2,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-EAF5E4E817,LOC-D2B2DAEDC6,Uttar Pradesh,Kanpur Nagar,Himachal Pradesh,Shimla,Shimla,1348,777.96,429,9,18,0.35,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-726130923F,LOC-D2B2DAEDC6,Uttar Pradesh,Kanpur Nagar,Jammu and Kashmir,Jammu,Jammu,1434,808.68,742,14,19,0.5,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-C628F0403E,LOC-D2B2DAEDC6,Uttar Pradesh,Kanpur Nagar,Jharkhand,Ranchi,Ranchi,1260,733.2,1055,10,20,0.25,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-499C2AD800,LOC-D2B2DAEDC6,Uttar Pradesh,Kanpur Nagar,Karnataka,Bengaluru,Bengaluru Urban,1346,763.92,468,6,8,0.4,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-BF89D169DD,LOC-D2B2DAEDC6,Uttar Pradesh,Kanpur Nagar,Kerala,Kochi,Ernakulam,1172,688.44,781,11,9,0.55,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-783360409D,LOC-D2B2DAEDC6,Uttar Pradesh,Kanpur Nagar,Ladakh,Leh,Leh Ladakh,1258,719.16,1094,7,10,0.3,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-CF5DBBD46A,LOC-D2B2DAEDC6,Uttar Pradesh,Kanpur Nagar,Lakshadweep,Kavaratti,Lakshadweep District,1084,614.68,507,12,11,0.45,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-099E1B7EC6,LOC-D2B2DAEDC6,Uttar Pradesh,Kanpur Nagar,Madhya Pradesh,Indore,Indore,1170,674.4,820,8,12,0.2,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-72EA80BCFD,LOC-D2B2DAEDC6,Uttar Pradesh,Kanpur Nagar,Maharashtra,Mumbai,Mumbai,996,569.92,1133,13,13,0.35,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-0EA044FC2A,LOC-D2B2DAEDC6,Uttar Pradesh,Kanpur Nagar,Manipur,Imphal,Imphal West,1082,629.64,546,9,14,0.5,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-0DB5BF1A60,LOC-D2B2DAEDC6,Uttar Pradesh,Kanpur Nagar,Meghalaya,Shillong,East Khasi Hills,908,525.16,859,14,15,0.25,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-D5A3693BA3,LOC-D2B2DAEDC6,Uttar Pradesh,Kanpur Nagar,Mizoram,Aizawl,Aizawl,734,449.68,1172,10,16,0.4,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-1D636AFAE1,LOC-D2B2DAEDC6,Uttar Pradesh,Kanpur Nagar,Nagaland,Dimapur,Dimapur,820,480.4,585,6,17,0.55,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
